,demand_0,demand_1,demand_2,demand_3,demand_4,demand_5,demand_6,demand_7,demand_8,demand_9,setup_0,setup_1,setup_2,setup_3,setup_4,setup_5,setup_6,setup_7,setup_8,setup_9
3819,6.0,7.0,8.0,3.0,1.0,8.0,4.0,5.0,8.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
3820,8.0,2.0,6.0,3.0,3.0,6.0,2.0,9.0,3.0,7.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
3821,9.0,3.0,6.0,6.0,4.0,4.0,1.0,8.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
3822,8.0,2.0,2.0,7.0,7.0,7.0,9.0,4.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
3823,2.0,9.0,7.0,1.0,9.0,7.0,6.0,7.0,7.0,8.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3824,9.0,5.0,1.0,8.0,4.0,8.0,5.0,3.0,7.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
3825,7.0,1.0,5.0,4.0,2.0,3.0,8.0,1.0,6.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
3826,1.0,7.0,7.0,8.0,7.0,1.0,8.0,7.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
3827,3.0,3.0,1.0,5.0,7.0,4.0,4.0,7.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
3828,6.0,1.0,2.0,4.0,4.0,6.0,2.0,4.0,7.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
3829,5.0,7.0,6.0,3.0,6.0,1.0,4.0,8.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
3830,5.0,1.0,8.0,3.0,4.0,4.0,7.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3831,9.0,9.0,3.0,4.0,7.0,4.0,7.0,8.0,9.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
3832,7.0,6.0,9.0,7.0,7.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
3833,7.0,7.0,9.0,6.0,9.0,5.0,9.0,5.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3834,2.0,7.0,7.0,3.0,8.0,8.0,9.0,4.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
3835,1.0,7.0,4.0,6.0,8.0,5.0,1.0,7.0,3.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
3836,4.0,7.0,7.0,3.0,2.0,1.0,5.0,5.0,6.0,9.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
3837,9.0,7.0,1.0,9.0,5.0,8.0,8.0,4.0,3.0,8.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
3838,4.0,2.0,9.0,7.0,1.0,4.0,6.0,1.0,3.0,9.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
3839,4.0,6.0,2.0,6.0,2.0,5.0,9.0,4.0,5.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
3840,5.0,8.0,8.0,3.0,6.0,8.0,7.0,6.0,4.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
3841,9.0,4.0,7.0,2.0,8.0,3.0,5.0,4.0,6.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
3842,6.0,5.0,2.0,8.0,9.0,6.0,3.0,6.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
3843,9.0,8.0,7.0,3.0,7.0,2.0,1.0,1.0,7.0,9.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3844,9.0,6.0,8.0,1.0,6.0,7.0,6.0,9.0,7.0,7.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3845,2.0,7.0,2.0,1.0,7.0,4.0,2.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
3846,1.0,9.0,9.0,2.0,1.0,1.0,3.0,8.0,8.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
3847,7.0,5.0,5.0,8.0,4.0,3.0,3.0,1.0,8.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
3848,7.0,7.0,5.0,8.0,6.0,7.0,8.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
3849,8.0,1.0,5.0,1.0,9.0,6.0,7.0,8.0,7.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3850,4.0,9.0,9.0,6.0,7.0,8.0,9.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
3851,9.0,2.0,5.0,4.0,7.0,1.0,6.0,9.0,2.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
3852,8.0,7.0,3.0,6.0,1.0,4.0,7.0,3.0,7.0,8.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
3853,9.0,9.0,6.0,6.0,3.0,7.0,5.0,2.0,6.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
3854,1.0,8.0,6.0,3.0,8.0,7.0,7.0,7.0,1.0,7.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
3855,6.0,9.0,9.0,6.0,7.0,2.0,8.0,3.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
3856,3.0,5.0,9.0,7.0,6.0,8.0,5.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
3857,8.0,2.0,9.0,8.0,3.0,8.0,5.0,9.0,8.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
3858,4.0,8.0,7.0,9.0,9.0,6.0,7.0,8.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3859,2.0,4.0,7.0,1.0,1.0,1.0,3.0,4.0,7.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
3860,2.0,9.0,4.0,4.0,7.0,9.0,6.0,4.0,9.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
3861,2.0,2.0,3.0,1.0,4.0,1.0,9.0,7.0,8.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
3862,1.0,7.0,3.0,1.0,3.0,8.0,4.0,6.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
3863,8.0,7.0,2.0,6.0,8.0,5.0,5.0,4.0,9.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
3864,8.0,2.0,5.0,4.0,2.0,4.0,5.0,7.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
3865,6.0,7.0,3.0,3.0,9.0,1.0,4.0,5.0,7.0,8.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
3866,1.0,7.0,6.0,9.0,3.0,9.0,7.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
3867,7.0,6.0,6.0,7.0,9.0,6.0,9.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
3868,9.0,8.0,6.0,3.0,8.0,7.0,6.0,1.0,7.0,7.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
3869,3.0,8.0,7.0,7.0,4.0,2.0,6.0,4.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
3870,6.0,1.0,8.0,8.0,2.0,8.0,8.0,3.0,5.0,7.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
3871,3.0,8.0,2.0,2.0,7.0,6.0,9.0,5.0,4.0,7.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
3872,1.0,3.0,1.0,6.0,6.0,8.0,1.0,5.0,1.0,9.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
3873,9.0,5.0,4.0,3.0,2.0,1.0,3.0,8.0,7.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
3874,8.0,5.0,2.0,2.0,4.0,6.0,2.0,8.0,6.0,7.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
3875,6.0,3.0,2.0,4.0,1.0,4.0,7.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
3876,6.0,9.0,1.0,9.0,9.0,4.0,2.0,8.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
3877,7.0,1.0,5.0,8.0,4.0,8.0,6.0,7.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
3878,1.0,4.0,7.0,3.0,1.0,5.0,5.0,4.0,7.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
3879,4.0,2.0,2.0,9.0,6.0,9.0,5.0,8.0,7.0,9.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3880,2.0,6.0,6.0,7.0,7.0,9.0,3.0,9.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
3881,9.0,7.0,4.0,5.0,8.0,1.0,6.0,5.0,9.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
3882,8.0,4.0,9.0,5.0,6.0,5.0,7.0,6.0,1.0,9.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
3883,5.0,2.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
3884,1.0,6.0,7.0,9.0,1.0,9.0,4.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3885,2.0,8.0,7.0,6.0,3.0,6.0,9.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
3886,5.0,1.0,3.0,9.0,2.0,6.0,7.0,9.0,3.0,9.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
3887,5.0,6.0,2.0,5.0,7.0,6.0,1.0,7.0,6.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
3888,2.0,5.0,7.0,9.0,7.0,4.0,2.0,7.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
3889,1.0,6.0,4.0,7.0,7.0,6.0,2.0,2.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
3890,3.0,9.0,3.0,8.0,3.0,2.0,7.0,1.0,7.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
3891,1.0,8.0,3.0,4.0,3.0,8.0,7.0,5.0,8.0,6.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
3892,5.0,8.0,6.0,5.0,5.0,7.0,3.0,8.0,3.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
3893,3.0,7.0,2.0,3.0,8.0,1.0,1.0,4.0,4.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
3894,6.0,9.0,6.0,4.0,6.0,7.0,8.0,6.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
3895,2.0,5.0,8.0,6.0,4.0,2.0,3.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
3896,8.0,6.0,5.0,3.0,7.0,3.0,8.0,7.0,3.0,8.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
3897,1.0,6.0,5.0,5.0,6.0,4.0,3.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
3898,1.0,3.0,8.0,7.0,4.0,8.0,8.0,4.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
3899,2.0,3.0,5.0,3.0,1.0,5.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3900,1.0,9.0,1.0,9.0,9.0,9.0,1.0,1.0,8.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
3901,7.0,8.0,4.0,6.0,5.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
3902,3.0,7.0,3.0,1.0,8.0,1.0,5.0,9.0,6.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
3903,1.0,5.0,9.0,5.0,9.0,7.0,3.0,8.0,2.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
3904,6.0,7.0,3.0,7.0,4.0,9.0,6.0,7.0,8.0,6.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
3905,9.0,3.0,9.0,3.0,1.0,4.0,9.0,1.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
3906,5.0,3.0,2.0,8.0,8.0,3.0,4.0,9.0,7.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
3907,6.0,5.0,6.0,1.0,6.0,3.0,4.0,4.0,9.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3908,5.0,6.0,2.0,6.0,3.0,2.0,9.0,1.0,6.0,8.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
3909,4.0,9.0,8.0,2.0,4.0,1.0,4.0,8.0,5.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
3910,7.0,9.0,8.0,6.0,4.0,1.0,7.0,8.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
3911,5.0,2.0,2.0,4.0,8.0,9.0,2.0,7.0,5.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
3912,6.0,8.0,7.0,9.0,2.0,5.0,7.0,4.0,6.0,9.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
3913,2.0,5.0,8.0,1.0,6.0,2.0,5.0,3.0,3.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
3914,4.0,1.0,1.0,1.0,6.0,6.0,3.0,7.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
3915,9.0,6.0,4.0,1.0,3.0,6.0,4.0,8.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
3916,4.0,5.0,7.0,2.0,5.0,6.0,5.0,5.0,7.0,8.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3917,9.0,1.0,5.0,1.0,7.0,4.0,5.0,5.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
3918,6.0,2.0,7.0,2.0,3.0,1.0,3.0,7.0,2.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
3919,7.0,2.0,3.0,6.0,1.0,4.0,8.0,8.0,8.0,8.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
3920,9.0,6.0,5.0,7.0,2.0,3.0,6.0,8.0,8.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
3921,1.0,9.0,8.0,5.0,5.0,4.0,8.0,8.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
3922,1.0,2.0,4.0,1.0,7.0,3.0,6.0,9.0,5.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
3923,4.0,7.0,5.0,5.0,1.0,8.0,4.0,9.0,1.0,9.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
3924,7.0,4.0,3.0,9.0,4.0,5.0,2.0,5.0,6.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
3925,8.0,3.0,6.0,5.0,2.0,6.0,3.0,3.0,8.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
3926,1.0,8.0,8.0,1.0,5.0,7.0,3.0,7.0,6.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
3927,9.0,1.0,1.0,7.0,9.0,4.0,7.0,6.0,8.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
3928,9.0,9.0,5.0,1.0,2.0,8.0,7.0,8.0,3.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
3929,7.0,2.0,1.0,3.0,5.0,7.0,4.0,9.0,2.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
3930,8.0,2.0,9.0,4.0,8.0,8.0,6.0,4.0,9.0,7.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
3931,5.0,1.0,3.0,6.0,9.0,5.0,3.0,8.0,3.0,9.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
3932,6.0,3.0,7.0,6.0,4.0,4.0,1.0,2.0,9.0,9.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
3933,8.0,4.0,9.0,5.0,8.0,4.0,5.0,6.0,8.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
3934,8.0,3.0,1.0,2.0,3.0,9.0,1.0,1.0,8.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3935,3.0,4.0,2.0,5.0,5.0,8.0,7.0,7.0,3.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
3936,1.0,7.0,7.0,9.0,2.0,3.0,9.0,5.0,1.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
3937,1.0,2.0,3.0,5.0,3.0,7.0,2.0,8.0,6.0,8.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
3938,7.0,8.0,9.0,5.0,7.0,1.0,2.0,5.0,9.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
3939,7.0,3.0,5.0,6.0,6.0,9.0,9.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
3940,9.0,6.0,7.0,5.0,4.0,2.0,9.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
3941,9.0,2.0,3.0,9.0,5.0,4.0,1.0,5.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
3942,4.0,8.0,6.0,4.0,7.0,5.0,2.0,2.0,7.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3943,1.0,6.0,3.0,3.0,5.0,8.0,4.0,4.0,8.0,8.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
3944,9.0,9.0,9.0,5.0,2.0,8.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3945,2.0,4.0,3.0,9.0,3.0,8.0,2.0,7.0,9.0,6.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
3946,5.0,5.0,1.0,5.0,2.0,7.0,9.0,1.0,1.0,9.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
3947,8.0,9.0,6.0,5.0,7.0,2.0,4.0,3.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
3948,4.0,2.0,7.0,7.0,7.0,4.0,1.0,3.0,9.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
3949,8.0,1.0,5.0,1.0,2.0,9.0,5.0,4.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3950,6.0,3.0,8.0,4.0,6.0,4.0,8.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3951,1.0,8.0,4.0,8.0,8.0,4.0,1.0,9.0,9.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
3952,5.0,8.0,5.0,2.0,3.0,8.0,8.0,6.0,7.0,8.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3953,5.0,2.0,8.0,7.0,3.0,9.0,4.0,9.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
3954,4.0,9.0,7.0,3.0,2.0,5.0,3.0,3.0,2.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
3955,9.0,3.0,2.0,1.0,1.0,5.0,7.0,9.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
3956,6.0,7.0,2.0,7.0,2.0,5.0,9.0,9.0,3.0,7.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
3957,5.0,5.0,9.0,6.0,4.0,3.0,8.0,2.0,8.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
3958,2.0,8.0,1.0,7.0,5.0,9.0,4.0,7.0,7.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
3959,9.0,3.0,2.0,9.0,5.0,7.0,5.0,8.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
3960,6.0,5.0,7.0,9.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3961,7.0,9.0,4.0,8.0,1.0,2.0,7.0,2.0,4.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
3962,7.0,4.0,2.0,2.0,6.0,6.0,9.0,6.0,4.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
3963,7.0,8.0,8.0,3.0,5.0,3.0,7.0,7.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
3964,9.0,1.0,6.0,2.0,5.0,9.0,4.0,2.0,4.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
3965,5.0,9.0,9.0,7.0,8.0,5.0,6.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
3966,7.0,9.0,9.0,7.0,6.0,2.0,3.0,7.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
3967,8.0,9.0,6.0,7.0,9.0,6.0,3.0,6.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
3968,4.0,4.0,9.0,1.0,4.0,2.0,5.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3969,5.0,3.0,6.0,3.0,4.0,9.0,7.0,7.0,4.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
3970,4.0,4.0,4.0,8.0,2.0,1.0,8.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3971,6.0,8.0,9.0,3.0,4.0,7.0,8.0,7.0,3.0,9.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
3972,6.0,7.0,1.0,2.0,3.0,4.0,4.0,4.0,2.0,7.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
3973,2.0,8.0,3.0,9.0,5.0,3.0,9.0,4.0,8.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
3974,5.0,8.0,1.0,9.0,2.0,9.0,9.0,2.0,8.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
3975,1.0,4.0,6.0,4.0,7.0,1.0,4.0,8.0,5.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
3976,6.0,6.0,1.0,9.0,9.0,7.0,2.0,5.0,6.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
3977,4.0,3.0,9.0,1.0,6.0,9.0,9.0,5.0,8.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3978,4.0,2.0,8.0,7.0,2.0,8.0,5.0,8.0,4.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
3979,3.0,3.0,2.0,1.0,2.0,2.0,5.0,5.0,3.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
3980,2.0,8.0,2.0,4.0,4.0,4.0,7.0,5.0,5.0,9.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
3981,2.0,2.0,8.0,2.0,3.0,1.0,7.0,2.0,8.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
3982,8.0,8.0,3.0,5.0,4.0,6.0,2.0,9.0,3.0,8.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
3983,3.0,4.0,4.0,8.0,1.0,1.0,8.0,5.0,2.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
3984,1.0,5.0,5.0,2.0,9.0,1.0,9.0,7.0,5.0,8.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
3985,3.0,4.0,3.0,9.0,8.0,5.0,3.0,6.0,8.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
